TIME,SIGNAL,DATA_INPUT,DATA_OUTPUT
303,1,24,23.06245497007409
304,1,24,23.07183042037335
305,1,24,23.081112116169617
306,1,24,23.090300995007922
307,1,24,23.099397985057845
308,1,24,23.108404005207266
309,1,24,23.117319965155193
310,1,24,23.12614676550364
311,1,24,23.134885297848605
312,1,24,23.14353644487012
313,1,24,23.152101080421417
314,1,24,23.160580069617204
315,1,24,23.168974268921033
316,1,24,23.177284526231823
317,1,24,23.185511680969505
318,1,24,23.19365656415981
319,1,24,23.20171999851821
320,1,24,23.20970279853303
321,1,24,23.2176057705477
322,1,24,23.22542971284222
323,1,24,23.2331754157138
324,1,24,23.24084366155666
325,1,24,23.248435224941094
326,1,24,23.255950872691685
327,1,24,23.263391363964768
328,1,24,23.27075745032512
329,1,24,23.27804987582187
330,1,24,23.285269377063653
331,1,24,23.292416683293016
332,1,24,23.299492516460084
333,1,24,23.306497591295482
334,1,24,23.313432615382528
335,1,24,23.320298289228703
336,1,24,23.327095306336414
337,1,24,23.333824353273048
338,1,24,23.34048610974032
339,1,24,23.347081248642915
340,1,24,23.353610436156487
341,1,24,23.360074331794923
342,1,24,23.366473588476975
343,1,24,23.372808852592204
344,1,24,23.37908076406628
345,1,24,23.385289956425616
346,1,24,23.39143705686136
347,1,24,23.397522686292746
348,1,24,23.403547459429817
349,1,24,23.409511984835518
350,1,24,23.41541686498716
351,1,24,23.42126269633729
352,1,24,23.427050069373916
353,1,24,23.432779568680175
354,1,24,23.438451772993375
355,1,24,23.44406725526344
356,1,24,23.449626582710806
357,1,24,23.455130316883697
358,1,24,23.46057901371486
359,1,24,23.46597322357771
360,1,24,23.47131349134193
361,1,24,23.476600356428513
362,1,24,23.481834352864226
363,1,24,23.487016009335584
364,1,24,23.492145849242227
365,1,24,23.497224390749807
366,1,24,23.50225214684231
367,1,24,23.507229625373885
368,1,24,23.512157329120146
369,1,24,23.517035755828946
370,1,24,23.521865398270656
371,1,24,23.526646744287948
372,1,24,23.53138027684507
373,1,24,23.53606647407662
374,1,24,23.540705809335854
375,1,24,23.545298751242495
376,1,24,23.54984576373007
377,1,24,23.55434730609277
378,1,24,23.558803833031842
379,1,24,23.563215794701524
380,1,24,23.56758363675451
381,1,24,23.571907800386963
382,1,24,23.576188722383094
383,1,24,23.580426835159262
384,1,24,23.58462256680767
385,1,24,23.588776341139592
386,1,24,23.592888577728196
387,1,24,23.596959691950914
388,1,24,23.600990095031406
389,1,24,23.604980194081094
390,1,24,23.608930392140284
391,1,24,23.612841088218882
392,1,24,23.616712677336693
393,1,24,23.620545550563325
394,1,24,23.62434009505769
395,1,24,23.628096694107114
396,1,24,23.631815727166043
397,1,24,23.635497569894383
398,1,24,23.63914259419544
399,1,24,23.642751168253486
400,1,24,23.646323656570953
401,1,24,23.649860420005243
402,1,24,23.65336181580519
403,1,24,23.65682819764714
404,1,24,23.660259915670668
405,1,24,23.663657316513962
406,1,24,23.66702074334882
407,1,24,23.670350535915333
408,1,24,23.67364703055618
409,1,24,23.67691056025062
410,1,24,23.680141454648112
411,1,24,23.68334004010163
412,1,24,23.686506639700614
413,1,24,23.689641573303607
414,1,24,23.69274515757057
415,1,24,23.695817705994866
416,1,24,23.698859528934918
417,1,24,23.70187093364557
418,1,24,23.704852224309114
419,1,24,23.707803702066023
420,1,24,23.710725665045363
421,1,24,23.713618408394908
422,1,24,23.71648222431096
423,1,24,23.719317402067848
424,1,24,23.722124228047168
425,1,24,23.724902985766697
426,1,24,23.72765395590903
427,1,24,23.73037741634994
428,1,24,23.73307364218644
429,1,24,23.735742905764575
430,1,24,23.738385476706927
431,1,24,23.74100162193986
432,1,24,23.74359160572046
433,1,24,23.746155689663254
434,1,24,23.748694132766623
435,1,24,23.751207191438958
436,1,24,23.75369511952457
437,1,24,23.75615816832932
438,1,24,23.75859658664603
439,1,24,23.76101062077957
440,1,24,23.763400514571774
441,1,24,23.765766509426058
442,1,24,23.7681088443318
443,1,24,23.77042775588848
444,1,24,23.772723478329596
445,1,24,23.7749962435463
446,1,24,23.777246281110838
447,1,24,23.779473818299728
448,1,24,23.78167908011673
449,1,24,23.783862289315564
450,1,24,23.78602366642241
451,1,24,23.788163429758185
452,1,24,23.790281795460604
453,1,24,23.792378977505997
454,1,24,23.794455187730936
455,1,24,23.796510635853625
456,1,24,23.79854552949509
457,1,24,23.80056007420014
458,1,24,23.802554473458137
459,1,24,23.804528928723556
460,1,24,23.80648363943632
461,1,24,23.808418803041956
462,1,24,23.810334615011538
463,1,24,23.81223126886142
464,1,24,23.814108956172806
465,1,24,23.81596786661108
466,1,24,23.81780818794497
467,1,24,23.81963010606552
468,1,24,23.821433805004865
469,1,24,23.823219466954818
470,1,24,23.82498727228527
471,1,24,23.82673739956242
472,1,24,23.828470025566794
473,1,24,23.830185325311128
474,1,24,23.831883472058017
475,1,24,23.833564637337435
476,1,24,23.835228990964062
477,1,24,23.836876701054422
478,1,24,23.83850793404388
479,1,24,23.84012285470344
480,1,24,23.841721626156406
481,1,24,23.84330440989484
482,1,24,23.844871365795893
483,1,24,23.846422652137935
484,1,24,23.847958425616557
485,1,24,23.84947884136039
486,1,24,23.850984052946785
487,1,24,23.852474212417317
488,1,24,23.853949470293145
489,1,24,23.855409975590213
490,1,24,23.85685587583431
491,1,24,23.858287317075966
492,1,24,23.859704443905205
493,1,24,23.861107399466153
494,1,24,23.86249632547149
495,1,24,23.863871362216774
496,1,24,23.865232648594606
497,1,24,23.86658032210866
498,1,24,23.867914518887574
499,1,24,23.869235373698697
500,0,0,23.63054301996171
501,0,0,23.394237589762092
502,0,0,23.160295213864472
503,0,0,22.92869226172583
504,0,0,22.69940533910857
505,0,0,22.472411285717484
506,0,0,22.24768717286031
507,0,0,22.025210301131708
508,0,0,21.804958198120392
509,0,0,21.586908616139187
510,0,0,21.371039529977796
511,0,0,21.15732913467802
512,0,0,20.945755843331238
513,0,0,20.736298284897927
514,0,0,20.528935302048946
515,0,0,20.323645949028457
516,0,0,20.120409489538172
517,0,0,19.91920539464279
518,0,0,19.72001334069636
519,0,0,19.5228132072894
520,0,0,19.327585075216504
521,0,0,19.13430922446434
522,0,0,18.942966132219695
523,0,0,18.753536470897497
524,0,0,18.566001106188523
525,0,0,18.38034109512664
526,0,0,18.19653768417537
527,0,0,18.01457230733362
528,0,0,17.83442658426028
529,0,0,17.656082318417678
530,0,0,17.479521495233502
531,0,0,17.304726280281166
532,0,0,17.131679017478355
533,0,0,16.96036222730357
534,0,0,16.790758605030533
535,0,0,16.622851018980228
536,0,0,16.456622508790424
537,0,0,16.29205628370252
538,0,0,16.129135720865495
539,0,0,15.967844363656841
540,0,0,15.808165920020272
541,0,0,15.65008426082007
542,0,0,15.493583418211868
543,0,0,15.338647584029749
544,0,0,15.18526110818945
545,0,0,15.033408497107557
546,0,0,14.88307441213648
547,0,0,14.734243668015115
548,0,0,14.586901231334963
549,0,0,14.441032219021613
550,0,0,14.296621896831397
551,0,0,14.153655677863084
552,0,0,14.012119121084453
553,0,0,13.871997929873608
554,0,0,13.733277950574871
555,0,0,13.595945171069122
556,0,0,13.45998571935843
557,0,0,13.325385862164845
558,0,0,13.192132003543197
559,0,0,13.060210683507766
560,0,0,12.929608576672688
561,0,0,12.800312490905961
562,0,0,12.672309365996902
563,0,0,12.545586272336934
564,0,0,12.420130409613565
565,0,0,12.295929105517429
566,0,0,12.172969814462254
567,0,0,12.051240116317631
568,0,0,11.930727715154454
569,0,0,11.811420438002909
570,0,0,11.693306233622879
571,0,0,11.57637317128665
572,0,0,11.460609439573785
573,0,0,11.346003345178048
574,0,0,11.232543311726268
575,0,0,11.120217878609004
576,0,0,11.009015699822914
577,0,0,10.898925542824685
578,0,0,10.789936287396438
579,0,0,10.682036924522475
580,0,0,10.57521655527725
581,0,0,10.469464389724477
582,0,0,10.364769745827232
583,0,0,10.261122048368959
584,0,0,10.15851082788527
585,0,0,10.056925719606417
586,0,0,9.956356462410353
587,0,0,9.85679289778625
588,0,0,9.758224968808387
589,0,0,9.660642719120302
590,0,0,9.5640362919291
591,0,0,9.468395929009809
592,0,0,9.37371196971971
593,0,0,9.279974850022514
594,0,0,9.187175101522289
595,0,0,9.095303350507066
596,0,0,9.004350317001995
597,0,0,8.914306813831976
598,0,0,8.825163745693656
599,0,0,8.73691210823672
600,0,0,8.649542987154351
601,0,0,8.563047557282808
602,0,0,8.47741708170998
603,0,0,8.39264291089288
604,0,0,8.30871648178395
605,0,0,8.22562931696611
606,0,0,8.14337302379645
607,0,0,8.061939293558485
608,0,0,7.9813199006229
609,0,0,7.901506701616671
610,0,0,7.822491634600504
611,0,0,7.744266718254499
612,0,0,7.666824051071954
613,0,0,7.590155810561234
614,0,0,7.514254252455622
615,0,0,7.4391117099310655
616,0,0,7.3647205928317545
617,0,0,7.291073386903437
618,0,0,7.218162653034403
619,0,0,7.145981026504059
620,0,0,7.0745212162390185
621,0,0,7.003776004076628
622,0,0,6.933738244035862
623,0,0,6.864400861595503
624,0,0,6.795756852979548
625,0,0,6.727799284449753
626,0,0,6.660521291605256
627,0,0,6.593916078689203
628,0,0,6.52797691790231
629,0,0,6.462697148723287
630,0,0,6.398070177236055
631,0,0,6.334089475463695
632,0,0,6.270748580709058
633,0,0,6.208041094901968
634,0,0,6.145960683952948
635,0,0,6.084501077113418
636,0,0,6.0236560663422845
637,0,0,5.9634195056788615
638,0,0,5.903785310622073
639,0,0,5.844747457515853
640,0,0,5.786299982940694
641,0,0,5.728436983111287
642,0,0,5.671152613280174
643,0,0,5.614441087147372
644,0,0,5.558296676275899
645,0,0,5.50271370951314
646,0,0,5.447686572418008
647,0,0,5.3932097066938285
648,0,0,5.33927760962689
649,0,0,5.285884833530622
650,0,0,5.233025985195315
651,0,0,5.180695725343362
652,0,0,5.128888768089928
653,0,0,5.077599880409029
654,0,0,5.0268238816049395
655,0,0,4.97655564278889
656,0,0,4.9267900863610015
657,0,0,4.877522185497392
658,0,0,4.828746963642418
659,0,0,4.780459494005994
660,0,0,4.732654899065934
661,0,0,4.685328350075275
662,0,0,4.638475066574522
663,0,0,4.592090315908776
664,0,0,4.5461694127496886
665,0,0,4.500707718622191
666,0,0,4.4557006414359694
667,0,0,4.4111436350216096
668,0,0,4.367032198671393
669,0,0,4.323361876684679
670,0,0,4.280128257917832
671,0,0,4.237326975338654
672,0,0,4.1949537055852675
673,0,0,4.153004168529415
674,0,0,4.11147412684412
675,0,0,4.070359385575679
676,0,0,4.029655791719922
677,0,0,3.9893592338027224
678,0,0,3.949465641464695
679,0,0,3.909970985050048
680,0,0,3.8708712751995478
681,0,0,3.8321625624475524
682,0,0,3.7938409368230768
683,0,0,3.755902527454846
684,0,0,3.7183435021802973
685,0,0,3.6811600671584945
686,0,0,3.6443484664869095
687,0,0,3.6079049818220406
688,0,0,3.5718259320038204
689,0,0,3.5361076726837823
690,0,0,3.5007465959569446
691,0,0,3.465739129997375
692,0,0,3.4310817386974013
693,0,0,3.396770921310427
694,0,0,3.362803212097323
695,0,0,3.3291751799763496
696,0,0,3.295883428176586
697,0,0,3.2629245938948204
698,0,0,3.230295347955872
699,0,0,3.197992394476313
700,0,0,3.16601247053155
701,0,0,3.1343523458262346
702,0,0,3.1030088223679724
703,0,0,3.0719787341442926
704,0,0,3.0412589468028495
705,0,0,3.010846357334821
706,0,0,2.980737893761473
707,0,0,2.9509305148238583
708,0,0,2.9214212096756196
709,0,0,2.8922069975788633
710,0,0,2.8632849276030745
711,0,0,2.8346520783270437
712,0,0,2.8063055575437734
713,0,0,2.778242501968336
714,0,0,2.7504600769486527
715,0,0,2.722955476179166
716,0,0,2.6957259214173743
717,0,0,2.6687686622032007
718,0,0,2.6420809755811687
719,0,0,2.615660165825357
720,0,0,2.5895035641671034
721,0,0,2.563608528525432
722,0,0,2.537972443240178
723,0,0,2.512592718807776
724,0,0,2.487466791619698
725,0,0,2.462592123703501
726,0,0,2.437966202466466
727,0,0,2.4135865404418015
728,0,0,2.3894506750373834
729,0,0,2.3655561682870094
730,0,0,2.3419006066041392
731,0,0,2.3184816005380977
732,0,0,2.2952967845327166
733,0,0,2.2723438166873895
734,0,0,2.2496203785205156
735,0,0,2.2271241747353105
736,0,0,2.2048529329879574
737,0,0,2.1828044036580776
738,0,0,2.160976359621497
739,0,0,2.139366596025282
740,0,0,2.117972930065029
741,0,0,2.096793200764379
742,0,0,2.075825268756735
743,0,0,2.055067016069168
744,0,0,2.034516345908476
745,0,0,2.0141711824493913
746,0,0,1.9940294706248973
747,0,0,1.9740891759186483
748,0,0,1.9543482841594617
749,0,0,1.9348048013178671
750,0,0,1.9154567533046885
751,0,0,1.8963021857716416
752,0,0,1.8773391639139252
753,0,0,1.858565772274786
754,0,0,1.839980114552038
755,0,0,1.8215803134065176
756,0,0,1.8033645102724525
757,0,0,1.785330865169728
758,0,0,1.7674775565180307
759,0,0,1.7498027809528505
760,0,0,1.732304753143322
761,0,0,1.7149817056118888
762,0,0,1.69783188855577
763,0,0,1.6808535696702123
764,0,0,1.6640450339735102
765,0,0,1.6474045836337752
766,0,0,1.6309305377974375
767,0,0,1.614621232419463
768,0,0,1.5984750200952684
769,0,0,1.5824902698943157
770,0,0,1.5666653671953725
771,0,0,1.550998713523419
772,0,0,1.5354887263881847
773,0,0,1.5201338391243029
774,0,0,1.5049325007330598
775,0,0,1.4898831757257291
776,0,0,1.4749843439684718
777,0,0,1.4602345005287871
778,0,0,1.4456321555234992
779,0,0,1.4311758339682643
780,0,0,1.4168640756285817
781,0,0,1.402695434872296
782,0,0,1.388668480523573
783,0,0,1.3747817957183373
784,0,0,1.361033977761154
785,0,0,1.3474236379835425
786,0,0,1.333949401603707
787,0,0,1.3206099075876698
788,0,0,1.3074038085117932
789,0,0,1.2943297704266752
790,0,0,1.2813864727224085
791,0,0,1.2685726079951845
792,0,0,1.2558868819152327
793,0,0,1.2433280130960804
794,0,0,1.2308947329651196
795,0,0,1.2185857856354685
796,0,0,1.2063999277791138
797,0,0,1.1943359285013226
798,0,0,1.1823925692163093
799,0,0,1.1705686435241462
800,0,0,1.1588629570889049
801,0,0,1.1472743275180157
802,0,0,1.1358015842428355
803,0,0,1.124443568400407
804,0,0,1.113199132716403
805,0,0,1.102067141389239
806,0,0,1.0910464699753466
807,0,0,1.080136005275593
808,0,0,1.0693346452228372
809,0,0,1.0586412987706089
810,0,0,1.0480548857829028
811,0,0,1.0375743369250738
812,0,0,1.027198593555823
813,0,0,1.0169266076202648
814,0,0,1.006757341544062
815,0,0,0.9966897681286214
816,0,0,0.9867228704473352
817,0,0,0.9768556417428619
818,0,0,0.9670870853254333
819,0,0,0.957416214472179
820,0,0,0.9478420523274571
821,0,0,0.9383636318041826
822,0,0,0.9289799954861407
823,0,0,0.9196901955312793
824,0,0,0.9104932935759665
825,0,0,0.9013883606402069
826,0,0,0.8923744770338048
827,0,0,0.8834507322634667
828,0,0,0.874616224940832
829,0,0,0.8658700626914237
830,0,0,0.8572113620645095
831,0,0,0.8486392484438644
832,0,0,0.8401528559594258
833,0,0,0.8317513273998315
834,0,0,0.8234338141258332
835,0,0,0.8151994759845749
836,0,0,0.8070474812247291
837,0,0,0.7989770064124818
838,0,0,0.790987236348357
839,0,0,0.7830773639848734
840,0,0,0.7752465903450246
841,0,0,0.7674941244415744
842,0,0,0.7598191831971587
843,0,0,0.752220991365187
844,0,0,0.7446987814515352
845,0,0,0.7372517936370199
846,0,0,0.7298792757006497
847,0,0,0.7225804829436432
848,0,0,0.7153546781142067
849,0,0,0.7082011313330646
850,0,0,0.701119120019734
851,0,0,0.6941079288195366
852,0,0,0.6871668495313413
853,0,0,0.6802951810360279
854,0,0,0.6734922292256676
855,0,0,0.666757306933411
856,0,0,0.6600897338640769
857,0,0,0.6534888365254361
858,0,0,0.6469539481601817
859,0,0,0.6404844086785799
860,0,0,0.6340795645917942
861,0,0,0.6277387689458762
862,0,0,0.6214613812564175
863,0,0,0.6152467674438533
864,0,0,0.6090942997694148
865,0,0,0.6030033567717206
866,0,0,0.5969733232040033
867,0,0,0.5910035899719632
868,0,0,0.5850935540722436
869,0,0,0.5792426185315211
870,0,0,0.573450192346206
871,0,0,0.567715690422744
872,0,0,0.5620385335185165
873,0,0,0.5564181481833314
874,0,0,0.550853966701498
875,0,0,0.545345427034483
876,0,0,0.5398919727641381
877,0,0,0.5344930530364967
878,0,0,0.5291481225061317
879,0,0,0.5238566412810705
880,0,0,0.5186180748682597
881,0,0,0.5134318941195771
882,0,0,0.5082975751783814
883,0,0,0.5032145994265975
884,0,0,0.49818245343233153
885,0,0,0.4932006288980082
886,0,0,0.4882686226090281
887,0,0,0.4833859363829378
888,0,0,0.47855207701910846
889,0,0,0.4737665562489174
890,0,0,0.4690288906864282
891,0,0,0.46433860177956393
892,0,0,0.4596952157617683
893,0,0,0.4550982636041506
894,0,0,0.45054728096810914
895,0,0,0.44604180815842803
896,0,0,0.44158139007684377
897,0,0,0.4371655761760753
898,0,0,0.4327939204143146
899,0,0,0.42846598121017143
900,0,0,0.42418132139806974
901,0,0,0.41993950818408904
902,0,0,0.4157401131022481
903,0,0,0.41158271197122565
904,0,0,0.4074668848515134
905,0,0,0.40339221600299824
906,0,0,0.3993582938429683
907,0,0,0.3953647109045386
908,0,0,0.39141106379549323
909,0,0,0.3874969531575383
910,0,0,0.3836219836259629
911,0,0,0.37978576378970325
912,0,0,0.3759879061518062
913,0,0,0.3722280270902881
914,0,0,0.36850574681938525
915,0,0,0.3648206893511914
916,0,0,0.36117248245767947
917,0,0,0.3575607576331027
918,0,0,0.35398515005677167
919,0,0,0.35044529855620393
920,0,0,0.3469408455706419
921,0,0,0.3434714371149355
922,0,0,0.34003672274378616
923,0,0,0.3366363555163483
924,0,0,0.3332699919611848
925,0,0,0.32993729204157296
926,0,0,0.32663791912115725
927,0,0,0.32337153992994566
928,0,0,0.3201378245306462
929,0,0,0.31693644628533973
930,0,0,0.31376708182248636
931,0,0,0.3106294110042615
932,0,0,0.3075231168942189
933,0,0,0.3044478857252767
934,0,0,0.3014034068680239
935,0,0,0.2983893727993437
936,0,0,0.29540547907135023
937,0,0,0.29245142428063675
938,0,0,0.2895269100378304
939,0,0,0.2866316409374521
940,0,0,0.28376532452807757
941,0,0,0.2809276712827968
942,0,0,0.2781183945699688
943,0,0,0.2753372106242691
944,0,0,0.27258383851802637
945,0,0,0.2698580001328461
946,0,0,0.26715942013151767
947,0,0,0.2644878259302025
948,0,0,0.26184294767090044
949,0,0,0.25922451819419146
950,0,0,0.25663227301224956
951,0,0,0.2540659502821271
952,0,0,0.2515252907793058
953,0,0,0.24901003787151274
954,0,0,0.2465199374927976
955,0,0,0.24405473811786962
956,0,0,0.24161419073669094
957,0,0,0.23919804882932402
958,0,0,0.2368060683410308
959,0,0,0.2344380076576205
960,0,0,0.2320936275810443
961,0,0,0.22977269130523384
962,0,0,0.2274749643921815
963,0,0,0.22520021474825969
964,0,0,0.2229482126007771
965,0,0,0.22071873047476934
966,0,0,0.21851154317002164
967,0,0,0.21632642773832142
968,0,0,0.2141631634609382
969,0,0,0.21202153182632882
970,0,0,0.20990131650806554
971,0,0,0.20780230334298488
972,0,0,0.20572428030955503
973,0,0,0.20366703750645948
974,0,0,0.20163036713139487
975,0,0,0.19961406346008093
976,0,0,0.19761792282548013
